data/namaPerusahaan,data/alamatPerusahaan
PR Asnawati,
PR Asnawati A,"LINGK. II JL. MERDEKA, Bambaea, Poleang Timur, Kabupaten Bombana, Sulawesi Tenggara"
PR Asnawi,"jln. Hos Cokroaminoto Lingk. Kamasan Kec selaparang Kota Mataram, Monjok, Selaprang, Kota Mataram, Nusa Tenggara Barat"
PR Asnawi,
PR Asnawi Nasution,"Desa Huta Tinggi, Hutatinggi, Puncak Sorik Marapi, Kabupaten Mandailing Natal, Sumatera Utara"
PR Asnawi Paputungan,"Pobundayan, Pobundayan, Kotamobagu Selatan, Kota Kotamobagu, Sulawesi Utara"
PR Asnawi Produk,
PR Asnawita,
PR Asnetti,"TERATAI, Desa/Kelurahan Teratai, Kec. Muara Bulian, Kab.Batanghari, Provinsi Jambi, Teratai, Muara Bulian, Kabupaten Batanghari, Jambi"
PR Asni,"GG MELATI, DUSUN II BAHARI, Bandar Rahmat, Tanjung Tiram, Kabupaten Batu Bara, Sumatera Utara"
PR Asni,"Bente, Kahiyanga, Tomia Timur, Kabupaten Wakatobi, Sulawesi Tenggara"
PR Asni,"Lingk. Camba Utara, Baru, Banggae, Kabupaten Majene, Sulawesi Barat"
PR Asni,"KALUAT SELATAN, Kaluat, Pariaman Timur, Kota Pariaman, Sumatera Barat"
PR Asni,"JL. BAU MASSEPE NO. 78, Cappa Galung, Bacukiki Barat, Kota Pare-Pare, Sulawesi Selatan"
PR Asni,"Paowe, Salokaraja, Lalabata, Kabupaten Soppeng, Sulawesi Selatan"
PR Asni,
PR Asni Batik Sekundang,"JL.SEMEAN,RT. 10, Ibul, Kota Manna, Kabupaten Bengkulu Selatan, Bengkulu"
PR Asni Furaida,"Jl. Kh. rofi'i RT/RW 5/2, Batang Malas, Tebing Tinggi Barat, Kabupaten Kepulauan Meranti, Riau"
PR Asni Handayani,"Dusun Sumbawa RT 006 RW 003, Bontokape, Bolo, Kabupaten Bima, Nusa Tenggara Barat"
PR Asni Husain,"Dusun II, Desa/Kelurahan Mongolato, Kec. Telaga, Kab. Gorontalo, Provinsi Gorontalo Kode Pos: 96181, Mongolato, Telaga, Kabupaten Gorontalo, Gorontalo"
PR Asni Marlina,"Jl. Sri Rezeki No.77, Beliung, Alam Barajo, Kota Jambi, Jambi"
PR Asni Megawati,"Mendalo Indah, Mendalo Indah, Jambi Luar Kota, Kabupaten Muaro Jambi, Jambi"
PR Asni Payapo,"Kampung Ramulu, Luhu, Huamual, Kabupaten Seram Bagian Barat, Maluku"
PR Asni Wati Dahlan,"JL. IMAM BONJOL, Batulo, Wolio, Kota Bau-Bau, Sulawesi Tenggara"
PR Asniah,"DESA PATOWONUA, Patowonua, Lasusua, Kabupaten Kolaka Utara, Sulawesi Tenggara"
PR Asniar,"Dusun Lembangnge, Desa Baruga Riattang, Kec Bulukumpa Kab Bulukumba, Baruga Riattang, Bulukumpa, Kabupaten Bulukumba, Sulawesi Selatan"
PR Asniati,
PR Asniatin,"WONUA HOA, Wanua Hoa, Lambuya, Kabupaten Konawe, Sulawesi Tenggara"
PR Asniawati,
PR Asnidar,"Jl. KH. Agussalim, Macege, Tanete Riattang Barat, Kabupaten Bone, Sulawesi Selatan"
PR Asnidar,"Puri Masurai II, Mendalo Darat, Jambi Luar Kota, Kabupaten Muaro Jambi, Jambi"
PR Asnidar Caniago,"Sihene'asi, Desa/Kelurahan Sihene""asi, Kec. Lahewa, Kab. Nias Utara, Provinsi Sumatera Utara, Sihene'asi, Lahewa, Kabupaten Nias Utara, Sumatera Utara"
PR Asnidar Gulo,
PR Asnidar Ndruru,
PR Asnidar Tanjung,
PR Asnimar,"Parambahan Jorong Ujung Guguak, Padang Tarok, Baso, Kabupaten Agam, Sumatera Barat"
PR Asnimar,"Jorong Bayua, Nagari Tanjung Alam, Kecamatan Tanjung Baru, Kabupaten Tanah Datar, Tanjuang Alam, Tanjuang Baru, Kabupaten Tanah Datar, Sumatera Barat"
PR Asnimiarti Roza,"JL. ADAM BB NO. 481 A RT 11, Balai-balai, Padang Panjang Barat, Kota Padang Panjang, Sumatera Barat"
PR Asningsih Harefa,"Lololakha, Lololakha, Gunungsitoli Selatan, Kota Gunungsitoli, Sumatera Utara"
PR Asnita Maulina,"Jl. Patimura No.02 RT.14 Kel. Kenali Besar Kec. Alam Barajo, Kenali Besar, Alam Barajo, Kota Jambi, Jambi"
PT Asnur Anton Jaya,"Jl. Tol Lama Pergudangan karunia Sulawesi Blok G No.11, Parang Loe, Tamalanrea, Kota Makassar, Sulawesi Selatan"
PR Asoka Magada,
CV Asoka Makmur Sentosa,"vila melati mas c 1 no 8, jelupang, serpong utara, Kota Tangerang Selatan, Banten"
BUT Asosiasi Petani Bawang Indonesia,"JL.HM PARTA KP NEGLASARI RT.001 RW.005, CIASIHAN, PAMIJAHAN, Kabupaten Bogor, Jawa Barat"
PT ASP GLOBAL ASIA,
PT ASP INDONESIA,"Kawasan industri jababeka 6 blok E1A, Jatireja, cikarang timur, Kabupaten Bekasi, Jawa Barat"
CV Aspac,"Jln. KH. Hasyim Asy'ari Concrong - Rogojampi, Rogojampi, Rogojampi, Kabupaten Banyuwangi, Jawa Timur"
PR Aspada,"Jl. Wolter Monginsidi No.10, Pangkajene, Rijang Pitu, Maritengngae, Kabupaten Sidenreng Rappang, Sulawesi Selatan"
PR Aspahani,"Desa Giri Mulyo, Giri Mulyo, Ampana Tete, Kabupaten Tojo Una-Una, Sulawesi Tengah"
PT ASPAL INDONESIA,"Jl. Ipi Rt.002 Rw.007, Panau, Tawaeli, Kota Palu, Sulawesi Tengah"
PT Aspal polimer Emulsindo,
PT Aspal Polimer Emulsindo,"Jalan Raya Demak-Kudus KM 2.2, Kampung Sekaran, Desa Mranak, Kecamatan Wonosalam, Kabupaten Demak Provinsi Jawa Tengah., Mranak, Wonosalam, Kabupaten Demak, Jawa Tengah"
PR Aspan Hasibuan,"JL.BATU NAGA PERUM DOMPAK INDAH NO.36, Batu IX, Tanjung Pinang Timur, Kota Tanjung Pinang, Kepulauan Riau"
PT ASPEN INDO AEROTEKNIKA,
PT ASPEX KUMBONG,"JL. RAYA NAROGONG KM. 26, Dayeuh, Cileungsi, Kabupaten Bogor, Jawa Barat"
PR Aspiah,
PR Aspiati,"lingk.tg batu timur, Labuang, Banggae Timur, Kabupaten Majene, Sulawesi Barat"
PR Aspiati Sri Pratiwi Azis,"BORONG TARAMPANG, Bonto Bulaeng, Sinoa, Kabupaten Bantaeng, Sulawesi Selatan"
PT Aspindo Mutual,"KOMPLEK PERGUDANGAN BUMIMASPION BLOK SELATAN V ROMO KALISARI SURABAYA, Romokalisari, Benowo, Kota Surabaya, Jawa Timur"
PR Aspiyah,"Jl. Benteng betawi gang piha Blok B no 45 rt 01 rw03 poris plawad. Cipondoh, Poris Plawad, Cipondoh, Kota Tangerang, Banten"
PT Aspro Alkesindo Stanint,"JALAN HANG LEKIU IV NO. 6, Gunung, Kebayoran Baru, Kota Jakarta Selatan, DKI Jakarta"
PT Aspros Binareka,"Jl. Sriwibowo Raya No. 7 Krapyak - Semarang, Kembangarum, Semarang Barat, Kota Semarang, Jawa Tengah"
CV Asr Tech,"Griya Amarta B2 Telukan, Danurejo, Mertoyudan, Kabupaten Magelang, Jawa Tengah"
PT Asra Kreasi Mahakarya,
PR Asra Mahmud,"DUSUN IV JAMBURA, Pantungo, Telaga Biru, Kabupaten Gorontalo, Gorontalo"
PR Asraf,"Lingk. Pangali-ali, Pangali Ali, Banggae, Kabupaten Majene, Sulawesi Barat"
PR Asral,"NEREKEH RT.001 RW.001, Nerekeh, Lingga, Kabupaten Lingga, Kepulauan Riau"
PR Asral Palompo,"Jl. Pasar Minggu, Tingkohubu Timur, Suwawa, Kabupaten Bone Bolango, Gorontalo"
PR Asran,
PR Asrani,
PR Asrani Lubis,"PERUM PONDOK 2 BUKIT BARELANG BLOK D NO. 2, Tanjung Piayu, Sei Beduk, Kota Batam, Kepulauan Riau"
PR Asrar,"Lingkungan Simullu, Baruga, Banggae Timur, Kabupaten Majene, Sulawesi Barat"
PR Asrar,"BATURORO, Tubo Selatan, Tubo Sendana, Kabupaten Majene, Sulawesi Barat"
PR Asrar,"Lanona, Lanona, Bungku Tengah, Kabupaten Morowali, Sulawesi Tengah"
PR Asratin,"Jl. Poros Wawotobi-Lasolo, Palarahi, Wawotobi, Kabupaten Konawe, Sulawesi Tenggara"
PR Asrel Efendi,"Perumahan Jondul Blok RR 11 Kelurahan Rawang, Rawang, Padang Selatan, Kota Padang, Sumatera Barat"
PR Asri,
PR Asri,"Gampong Langkak, Langkak, Kuala Pesisir, Kabupaten Nagan Raya, Nangroe Aceh Darussalam"
PR Asri,"LINGKUNGAN LEMBANG DHUA, Lembang, Banggae Timur, Kabupaten Majene, Sulawesi Barat"
CV Asri,
CV Asri Abadi,
CV Asri Abadi,"PERGUDANGAN SENTRA PRIMA TEKNO PARK BLOK C NO. 1 JL. PALEM MANIS RAYA, RT/RW 003/003, GANDASARI, JATIUWUNG, Gandasari, Jatiuwung, Kota Tangerang, Banten"
CV Asri Anugrah,
PR Asri Batik,"Bendungan kidul Rt 034 Rw 015, Bendungan, Wates, Kabupaten Kulon Progo, DI Yogyakarta"
PR Asri Budiyanti,"Mardisari rt 7 rw 03, Kertosari, Temanggung, Kabupaten Temanggung, Jawa Tengah"
PR Asri Collection,
PR Asri Dewi,"JL. TIMAH NO. 109, Harapan Mulia, Kemayoran, Kota Jakarta Pusat, DKI Jakarta"
PR Asri Dewi Cahyani,
UD Asri Hi. Aksan,"Tinakin Darat, Lampa, Banggai, Kabupaten Banggai Laut, Sulawesi Tengah"
PR Asri Jabir,"Jl. H. Andi Dai, Binanga, Mamuju, Kabupaten Mamuju, Sulawesi Barat"
PT Asri Jaya Putra Perkasa,"Jl. Raya Sumberboto KM.2, Rejoslamet, Mojowarno, Kabupaten Jombang, Jawa Timur"
PT Asri Jaya Raya,"Jl. Sunan Drajat, Banjarwati, Paciran, Kabupaten Lamongan, Jawa Timur"
PR Asri Jumari,"Dusun Embung, Je'nemadinging, Pattalasang, Kabupaten Gowa, Sulawesi Selatan"
PR Asri Kombong Allodatu,"JL. Bulu-Bulu KM. 21, Marumpa, Marusu, Kabupaten Maros, Sulawesi Selatan"
PR Asri Kombong Allodatu,
PT Asri Mitra Jaya,
PR Asri Nining Indah Yanti,
PT Asri Pancawarna,"Jl. Interchange Cikampek Barat No.6, Dawuan Tengah, Cikampek, Kabupaten Karawang, Jawa Barat"
PR Asri Pebiani,
PT Perorangan Asri Rekadaya Varia,"BBS 3, jalan bukit baja raya blok A1 No. 6, Ciwaduk, Cilegon, Kota Cilegon, Banten"
PR Asri Rusip,
PR Asri Tania,"Jalan Kemanggisan No.31 RT 011 RW 009, Palmerah, Pal Merah, Kota Jakarta Barat, DKI Jakarta"
PR Asri Widia Ningsih,"JL MAKAM DUSUN 5, Padang Jaya, Padang Jaya, Kabupaten Bengkulu Utara, Bengkulu"
PR Asri Winingrum,"Jalan Teuku Umar, Simpasai, Woja, Kabupaten Dompu, Nusa Tenggara Barat"
PR Asri Wulandari Purnayudya,"Jl. Ikan Mas VI/10, Tunjungsekar, Lowokwaru, Kota Malang, Jawa Timur"
PR Asri Yuliati,"JL.PETA UTARA NO.12,, Pegadungan, Kalideres, Kota Jakarta Barat, DKI Jakarta"
PR Asri Yusran,"KAMPUNG SENDAWAR, Desa/Kelurahan Sendawar, Kec. Barong Tongkok, Kab. Kutai Barat, Sendawar, Barong Tongkok, Kabupaten Kutai Barat, Kalimantan Timur"
PR Asri Zeintatieni,"Jl. Kimaja no 38, Besusu Barat, Palu Timur, Kota Palu, Sulawesi Tengah"
PR Asria Fitri,
PR Asriadi,"LASSANG, Manakku, Labakkang, Kabupaten Pangkajene Dan Kepul, Sulawesi Selatan"
PR Asriadi,"dusun balata tomene, Topoyo, Topoyo, Kabupaten Mamuju Tengah, Sulawesi Barat"
PR Asriadi,"Mattampa, Samalewa, Bungoro, Kabupaten Pangkajene Dan Kepul, Sulawesi Selatan"
BUL Asriah Damis,"Jl. Harapan Rappang, Rappang, Panca Rijang, Kabupaten Sidenreng Rappang, Sulawesi Selatan"
PR Asriana,"Jl.Atletik no.46, Ujung Bulu, Ujung, Kota Pare-Pare, Sulawesi Selatan"
PR Asriana,"Jl. Agussalim, Macege, Tanete Riattang Barat, Kabupaten Bone, Sulawesi Selatan"
PR Asriandi,
PR Asriani,"JL. SIMOROA, Pombewe, Sigi Biromaru, Kabupaten Sigi, Sulawesi Tengah"
PR Asriani Arifin,"UJUNG, Lemba, Lalabata, Kabupaten Soppeng, Sulawesi Selatan"
PR Asriani S,
PR Asriansyah,"Desa Simpang Empat, Simpang Empat, Simpang Empat, Kabupaten Banjar, Kalimantan Selatan"
PR Asrianti,
PR Asrianti,"MAMBO, Mambo, Poleang Timur, Kabupaten Bombana, Sulawesi Tenggara"
PR Asrianto,"Desa Lambako Kecamatan Banggai Kabupaten Banggai Laut, Lambako, Banggai, Kabupaten Banggai Laut, Sulawesi Tengah"
PR Asriany Daeng Matase,"LOMBONA, Tubo Tengah, Tubo Sendana, Kabupaten Majene, Sulawesi Barat"
PR Asriati,"Dusun Parabaya, Lombong, Malunda, Kabupaten Majene, Sulawesi Barat"
PR Asrida,"BTN Masagene 1 Korongana, Simboro, Simboro dan Kepulauan, Kabupaten Mamuju, Sulawesi Barat"
PR Asrida Mustikasari,"Jl.Pangeran Kuning, Desa/Kelurahan Tanjung Puri, Tanjung Puri, Sintang, Kabupaten Sintang, Kalimantan Barat"
UD Asrida Novera,"Jorong Aur Gading, Limo Koto, Koto VII, Kabupaten Sijunjung, Sumatera Barat"
PR Asrie Yoka,"JL. RAJAWALI I NO. 3 MANUKAN, Desa/Kelurahan Condongcatur, Kec. Depok, Kab. Sleman, Provinsi Daerah Istimewa Yogyakarta, Condongcatur, Depok, Kabupaten Sleman, DI Yogyakarta"
PR Asrifan,"Jl. Delima No. 24/32, Kejuron, Taman, Kota Madiun, Jawa Timur"
PT Asrii Berkah Mandiri,"Jl. Lebak Bulus Raya I No 9, Lebak Bulus, Cilandak, Kota Jakarta Selatan, DKI Jakarta"
PR Asril,"lingk.binanga, Labuang, Banggae Timur, Kabupaten Majene, Sulawesi Barat"
PR Asril Harefa,"Jalan Sutomo Gang Sirandi 04, Mudik, Gunungsitoli, Kota Gunungsitoli, Sumatera Utara"
PR Asrimin Silvia,"Kampung Pedaleman, Desa Lendang Nangka, Lendang Nangka, Masbagik, Kabupaten Lombok Timur, Nusa Tenggara Barat"
PR Asrin Kamudi,"Desa Tinelo, Tinelo, Tilango, Kabupaten Gorontalo, Gorontalo"
PR Asrina,"BALOMBONG SELATAN, Balombong, Pamboang, Kabupaten Majene, Sulawesi Barat"
PR Asrina,"Dusun Putro Labu, Matang Pasi, Peudada, Kabupaten Bireuen, Nangroe Aceh Darussalam"
PR Asrina Windy Prina,"Kampung Baru, Long Beluah, Tanjung Palas Barat, Kabupaten Bulungan, Kalimantan Utara"
PT Asrindo Citrasubur Makmur,
PT Asrindo Raya Mekatama,"Jl. Untung Suropati, Kalipancur, Ngaliyan, Kota Semarang, Jawa Tengah"
PR Asrita,"Merempan Hilir Desa Merempan Hilir Kec. Mempura, Merempan Hilir, Mempura, Kabupaten SIAK, Riau"
PR Asriuddin H,"BTN Asal mula Blok D/9, Tamalanrea Indah, Tamalanrea, Kota Makassar, Sulawesi Selatan"
PR Asriwati,"DSN. SUMBER WINONG, Banjardowo, Jombang, Kabupaten Jombang, Jawa Timur"
PR Asriyani,"Jl. Latenritatta, Watampone, Tanete Riattang, Kabupaten Bone, Sulawesi Selatan"
PR Asriyanti,
PR Asriyazi,"Jalan Rajawali Selatan I RW 02, Gunung Sahari Utara, Sawah Besar, Kota Jakarta Pusat, DKI Jakarta"
CV asro Sejati,"Royal Sentraland BTP, Moncongloe, Moncong Loe, Kabupaten Maros, Sulawesi Selatan"
PR Asrobin,"DUSUN LEREETE, Mambo, Poleang Timur, Kabupaten Bombana, Sulawesi Tenggara"
PR Asrorullah,"Dsn. Kolo Barat Ds. Apaan Kec. Pangarengan Kab. Sampang, Ds. Apaan, Pangarengan, Kabupaten Sampang, Jawa Timur"
PR Asroses Cake,"JLN. ANOA NO.4, Madate, Polewali, Kabupaten Polewali Mandar, Sulawesi Barat"
PR Asroy Sandy,"RT. 2 Kamp. Pulau Derawan, Pulau Derawan, Pulau Derawan, Kabupaten Berau, Kalimantan Timur"
PR Asrul,"DESA BUMI INDAH, Bumi Indah, Lalonggasumeeto, Kabupaten Konawe, Sulawesi Tenggara"
PR Asrul,"CACALEPPENG, Jennae, Liliraja, Kabupaten Soppeng, Sulawesi Selatan"
PT Assa Indo Gemilang,"Jl. H. Sulaiman No.12 RT.002 RW.007, Bedahan, Sawangan, Kota Depok, Jawa Barat"
PT Assa Kita Berdua,
PT Assa Paper,"jl. Raya Cibatu KM.09, Ciparungsari, Cibatu, Kabupaten Purwakarta, Jawa Barat"
PT Assa Primafood Pekalongan,"Watusalam Gang 5, Desa Watusalam, Kec.Buaran, Kab.Pekalongan, Watusalam, Buaran, Kabupaten Pekalongan, Jawa Tengah"
PT Assa Sejahatera Trenggalek,"Dusun Krajan RT 02 RW 01, Desa Gondang, Gondang, Tugu, Kabupaten Trenggalek, Jawa Timur"
PT ASSAB STEELS INDONESIA,"Jl Rawa Gelam III no 5, Kawasan Industri Pulogadung, Jatinegara, Cakung, Kota Jakarta Timur, DKI Jakarta"
PT Perorangan Assafa Collection Group,"Jalan Pattimura Gg. Atletik 21, Api-api, Bontang Utara, Kota Bontang, Kalimantan Timur"
CV Assalam Fiddun Yaa Wal Akhirah,"Jl. Sabanar Lama, Tanjung Selor Hilir, Tanjung Selor, Kabupaten Bulungan, Kalimantan Utara"
PT Assalamah Cahaya Sakti,"Jl. Siliwangi Lingkungan Industri Kecil No. 007, Cibatu, Cisaat, Kabupaten Sukabumi, Jawa Barat"
PT Assana Konsult Indonesia,"Jalan Rembang Industri 2 Nomor 5 Kawasan Industri PIER, Pandean, Rembang, Kabupaten Pasuruan, Jawa Timur"
PR Assangadah,"MALANGAN, Tidar Utara, Magelang Selatan, Kota Magelang, Jawa Tengah"
PT Assemblr Teknologi Inonesia,"Jl. Ir Juanda No. 477 A Ruko D, Dago, Coblong, Kota Bandung, Jawa Barat"
PT Assems Indo,"Jalan Millenium 23E Blok Q1 Nomor 06, Kadu Agung, Tigaraksa, Kabupaten Tangerang, Banten"
PT Asset Monitoring Teknologi Indonesia,
CV Assety Graha Jaya,"Jl. AH. Nasution, Tagog RT.01/08 No. 15 Kelurahan Karang Pamulang Kecamatan Mandalajati Kota Bandung 40195, Karang Pamulang, Mandalajati, Kota Bandung, Jawa Barat"
PT Associated British Budi,"Jl. Raya Cikampek - Cirebon, Desa Cikalongsari, Jatisari, Kabupaten Karawang, Jawa Barat"
PT Associated British Budi,
PR Assy Syuara,"JL. ANAS KARIM RT 20, Kampung Manggis, Padang Panjang Barat, Kota Padang Panjang, Sumatera Barat"
PT Perorangan Assyafa Berkah Makmur,"Jln. Merak 2 lk. 1 pinang jaya kemiling, Pinang Jaya, Kemiling, Kota Bandar Lampung, Lampung"
CV Assyahid Ketapang,
PR Assyifa,"Dusun Bajur Barat, Tlonto Raja, Pasean, Kabupaten Pamekasan, Jawa Timur"
PT Ast Indonesia,"Kawasan Berikat PT Putra Wijayakusuma Sakti, Kawasan Industri Wijayakusuma, Jl. Raya Semarang - Kendal KM 12 Blok A-01 Kota Semarang, Randugarut, Tugu, Kota Semarang, Jawa Tengah"
CV Asta Dewa Tehnik Machinery,
PT Asta Kalibrasi Sinergi,"JALAN MELONG NYONTROL NOMOR 171A, Melong, Cimahi Selatan, Kota Cimahi, Jawa Barat"
PT Asta Sami Makmur Abadi,"Jl. Rawa Domba Blok A1 No.9, Pondok Bambu, Duren Sawit, Kota Jakarta Timur, DKI Jakarta"
PT Perorangan Asta Trengginas Consultant,"Jl. Kampung Utan No. 39, Ragunan, Pasar Minggu, Kota Jakarta Selatan, DKI Jakarta"
PT Astaguna Wisesa,"BEKASI INTERNATIONAL INDUSTRIAL ESTATE JL. INTI 1 BLOK C9 KAV 7-9, LIPPO CIKARANG, Serang, Cikarang Selatan, Kabupaten Bekasi, Jawa Barat"
PT Astajaya Nirwighnata,"Jl. Raya Medan-Percut Sei Tuan no. 30, Sampali, Sampali, Percut Sei Tuan, Kabupaten Deli Serdang, Sumatera Utara"
CV Astaka Nurani,
PT Astakona Anugerah Abadi,
CV Astan Jaya,"Jl. Banjar Gawi Barat No.9, Landasan Ulin Selatan, Liang Anggang, Kota Banjar Baru, Kalimantan Selatan"
CV Astan Karya Teknik,"Jl.Banjar Gawi III no.129/131 LIK Liang Anggang,, Kelurahan Land.Ulin selatan, Liang Anggng, Kota Banjar Baru, Kalimantan Selatan"
PT Astana Inti Mitra,"Jl. Raya Losari No. 50, Losari, Singosari, Kabupaten Malang, Jawa Timur"
PT Astana Kalindo Petra,
CV Astana Mas,"Jl. Tenggilis Lama IVB no 50, Tengilis Mejoyo, Tenggilis Mejoyo, Kota Surabaya, Jawa Timur"
PT Astana Wira Karya,"Jalan KH Wahid Hasyim No.57 Windusara, Karangklesem Purwokerto Selatan, Banyumas, Karangklesem, Purwokerto Selatan, Kabupaten Banyumas, Jawa Tengah"
PT ASTANITA SUKSES APINDO,"Jln. KH Umar RT 002 RW 08, Dayeuh, Cileungsi, Kabupaten Bogor, Jawa Barat"
PT Astari Niagara,"Jalan Raya Serang Km. 09 No. 45, Kadu Jaya, Curug, Kabupaten Tangerang, Banten"
PT Astari Niagara Internasional,"Jalan Mitramas Raya No.10 - Kawasan Industri Cikupamas, Talagasari, Cikupa, Kabupaten Tangerang, Banten"
PT Astari Niagara Internasional,"Jalan Raya Serang Km. 9 No. 45, Kadu Jaya, Curug, Kabupaten Tangerang, Banten"
PT Astari Niagara Internasional,"Jalan Telaga Mas Raya No. 31, Talaga, Cikupa, Kabupaten Tangerang, Banten"
PR Astari Romadoni,
PR Astati Puny,"Dusun Asaude Pantai, Waesala, Huamual Belakang, Kabupaten Seram Bagian Barat, Maluku"
PT Astech Indonesia,"JL.JABABEKA III D BLOK C-18N,KAWASAN INDUSTRI JABABEKA, PASIR GOMBONG, CIKARANG UTARA, Kabupaten Bekasi, Jawa Barat"
PT Asteel Borneo Indo Lestari,"Jalan Merdeka Dusun, Selo'on, Pusat Damai, Parindu, Kabupaten Sanggau, Kalimantan Barat"
PT ASTEER THAI SUMMIT,"JL PERMATA RAYA LOT FF-5, SIRNABAYA, TELUKJAMBE TIMUR, Kabupaten Karawang, Jawa Barat"
PT Astel Sistem Teknologi,
PT Astem Air Solution Indonesia,"Jl. Akasia 1 Blok A-8 No. 3 Delta Silicon I, Sukaresmi, Cikarang Selatan, Kabupaten Bekasi, Jawa Barat"
PT Aster Polychem,"JL. GAJAH TUNGGAL NO. 4 JATAKE TANGERANG, PASIR JAYA, JATIUWUNG, Kota Tangerang, Banten"
PR Asteria Lonia,
PT Asterindo Plast,"Jl. Raya Tandes Lor Nomor 1A, Tandes, Tandes, Kota Surabaya, Jawa Timur"
PT Asteros Sinar Teknologi,
PT Asterra Artha Darma,"Metro Harmony Jalan Ringroad Barat NO. C-6, Gamping Kidul, Ambarketawang, Gamping, Kabupaten Sleman, DI Yogyakarta"
PT Astha Dewata Makmur,"Jl. Pasir Puntang RT. 010 RW. 005, Bojongmangu, Bojongmangu, Kabupaten Bekasi, Jawa Barat"
PT Astha Dewata Makmur,
PT Astha Idea Nuswantara,"Jl. Parangtritis, Timbulharjo, Sewon, Kabupaten Bantul, DI Yogyakarta"
CV Asthana Berkah Nusantara,
PR Asti,"Gg. Yos Sudarso VI Rt 02, RW 01, Gabek Dua, Gabek, Kota Pangkal Pinang, Kepulauan Bangka Belitung"
PT Asti Dama Adhimukti,"Jalan Raya Penyalin No. 9, samsam, kerambitan, Kabupaten Tabanan, Bali"
PR Asti Febriaty Lahea,"Lingkungan III, Girian Atas, Girian, Kota Bitung, Sulawesi Utara"
PR Asti Hastuti,"JL. DAHLIA, Sukajadi, Sukajadi, Kota Pekanbaru, Riau"
PT Asti Indograph,"Berbek Industri II No. 28, Berbek, Waru, Kabupaten Sidoarjo, Jawa Timur"
PT Asti Mahardika Utama,
PR Asti Panjaitan,"Banua Huta, Banua Huta, Sigumpar, Kabupaten Toba Samosir, Sumatera Utara"
PT Asti Panji Dilatama,"Jl. Jababeka II H Blok CC No. II, Kawasan Industri Jababeka I, Pasirgombong, Cikarang Utara, Kabupaten Bekasi, Jawa Barat"
PR Asti Pradanita,"jln. Laskar A. Rahman Rt. 15 Rw. 03 Desa Galang Tinggi, Galang Tinggi, Banyuasin III, Kabupaten Banyu Asin, Sumatera Selatan"
PR Asti Prihartini,"Potrobangsan 4 RT 06 RW 05, Potrobangsan, Magelang Utara, Kota Magelang, Jawa Tengah"
CV Asti Reswara Nata,
PR Astia Mulyawati,
PR Astia Ningsih,"Link. Kubang Welingi RT. 008 RW. 003, Purwakarta, Purwakarta, Kota Cilegon, Banten"
PR Astika,"dusun saleppa, Bababulo Utara, Pamboang, Kabupaten Majene, Sulawesi Barat"
PT Astika Sambo Hair International,"jl. raya ciampea km 11, bojongrangkas, ciampea, Kabupaten Bogor, Jawa Barat"
PT Astina,
CV Astina,"Jl. Raya Laswi No. 2 Cidawolong, Biru, Majalaya, Kabupaten Bandung, Jawa Barat"
PT Astina Indah Abadi,"Jl. Raya Cikande - Rangkas Bitung KM.11, Pasir Buyut, Jawilan, Kabupaten Serang, Banten"
PT Astina Indah Abadi,"Jl. Raya Cikande - Rangkas Bitung KM.11, Pasirbuyut, Jawilan, Kabupaten Serang, Banten"
PT Astina Multi Guna,"Padangan RT 02, Sitimulyo, Piyungan, Bantul, Yogyakarta, Sitimulyo, Piyungan, Kabupaten Bantul, DI Yogyakarta"
PT Astindo Dharma Techno,
PR Astiningsih,
CV Astoetik Indonesia,"Jalan Lestari RT02 Jeblog, Tirtonirmolo, Kasihan, Tirtonirmolo, Kasihan, Kabupaten Bantul, DI Yogyakarta"
PT Astom Indonesia,"Kawasan Industri EJIP Plot 6C-2, Sukaresmi, Cikarang Selatan, Kabupaten Bekasi, Jawa Barat"
CV Aston,"Jl. Tempel - Turi Km. 2 Tegalrejo, Margorejo, Tempel, Kabupaten Sleman, DI Yogyakarta"
PT Aston Graphindo Indonesia,"Jl Ir Juanda no 302 Pucangsawit jebres Surakarta, Jebres, Jebres, Kota Surakarta, Jawa Tengah"
PT Aston Housewares International,"KAMPUNG KALIBARU RT/RW : 002/001, KALIBARU, PAKU HAJI, Kabupaten Tangerang, Banten"
PT Aston Prima Raya,"Jl. Raya Klari Misran, Cibalongsari No 70, Klari, Kabupaten Karawang, Jawa Barat"
PT Astoria Prima,"JL. Cibenter No. 8, Cukanggalih, Curug, Kabupaten Tangerang, Banten"
PT Astra Agro Lestari,"PT Astra Agro Lestari, Desa Hayup, Kecamatan Haruai, Kabupaten Tabalong, Kalimantan Selatan"
PT ASTRA DAIDO STEEL INDONESIA,"JL. ALBASIA RAYA K.07 NO.003, KAWASAN INDUSTRI DELTA SILICON 8 LIPPO CIKARANG, CICAU, CIKARANG PUSAT, Kabupaten Bekasi, Jawa Barat"
PT ASTRA DAIHATSU MOTOR,"Jalan Gaya Motor Barat No. 3, Sungai Bambu, Tanjung Priok, Kota Jakarta Utara, DKI Jakarta"
PT Astra Daihatsu Motor,"Jalan Surya Pratama Kav. I - 47AB~49AB dan Kav. I - 53~57 Kawasan Industri Suryacipta City of Industry, Kutanegara, Ciampel, Kabupaten Karawang, Jawa Barat"
